sample_id,visit_id,pcr_primers_ae,total_sequencing_reads_ae,reads_with_pcr_primers_ae,filtered_reads_ae,pcr_primers_tb,total_sequencing_reads_tb,reads_with_pcr_primers_tb,filtered_reads_tb,anaplasma_bovis_u03775_ae,anaplasma_bovis_ab983439_ae,anaplasma_marginale_cp000030_ae,anaplasma_platys_like_ku585990_ae,anaplasma_phagocytophilum_u02521_ae,candidatus_anaplasma_boleense_ku586025_ae,uncultured_anaplasma_sp_clone_saso_ky924885_ae,uncultured_anaplasma_sp_jn862825_ae,ehrlichia_sp_tibet_ehrlichia_canis_ehrlichia_minasensis_af414399_ay394465_mt163430_ae,ehrlichia_ruminantium_x61659_ae,anaplasma_platys_ef139459_ae,babesia_bigemina_ay603402_tb,babesia_bigemina_lk391709_tb,babesia_bigemina_ku206291_tb,theileria_mutans_af078815_tb,theileria_sp_strain_msd_af078816_tb,theileria_parva_l02366_tb,theileria_taurotragi_l19082_tb,theileria_velifera_af097993_tb,babesia_bovis_kf928959_tb,babesia_bovis_aaxt01000002_tb,babesia_bovis_ay603398_tb,babesia_bigemina_lk391709_2_tb,babesia_bovis_jq437260_tb,calf_id,visit_date,dead_or_alive_at_end_of_study,date_last_visit_with_data,date_of_birth,calf_sex,serology_t_parva,serology_t_mutans,serology_b_bigemina,serology_a_marginale,sample_week,date_of_death,euthanised,immediate_cause_pathology,definitive_aetiological_cause,definitive_cause_pathogen,contributing_pathology_1,contributing_cause_1,agro_ecological_zones,haemonchosis_coinfection,dead_or_alive_simple,event,time_to_event,genotype,died
RED005464,VRC360022,AnEh,31918,24700,22078,ThBa,3697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA010110022,2009-11-18,Alive,NA,2009-03-11,F,50.5,5.5,2,2.5,36,NA,NA,NA,Alive,NA,NA,NA,East Siboti (1),NA,Alive,0,51,CT,No
RED005465,VRC210026,AnEh,166,61,43,ThBa,1557,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA010110026,2009-11-18,Alive,NA,2009-06-27,M,1.5,2,2,3.5,21,NA,NA,NA,Alive,NA,NA,NA,East Siboti (1),NA,Alive,0,51,CT,No
RED005466,VRC460020,AnEh,2823,1450,1241,ThBa,266654,203056,165303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103897,39454,0,0,21576,0,0,0,0,0,CA010110020,2009-11-18,Dead: Infectious death,2009-11-18,2009-01-01,M,14,15,3,10.5,46,2009-11-18,No,Anemia (whole blood loss),Censored,Haemonchus placei,Circulating lymphoblasts,Theileriosis,East Siboti (1),absent,Dead,0,45.857142857142854,CC,Other
RED005467,VRC260024,AnEh,24279,13711,9872,ThBa,140192,34025,1366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1366,0,0,0,0,0,CA010110024,2009-11-18,Alive,NA,2009-05-21,M,4,2,3,2,26,NA,NA,NA,Alive,NA,NA,NA,East Siboti (1),NA,Alive,0,51,CT,No
RED005468,VRC210176,AnEh,13572,11920,10814,ThBa,21542,8779,6476,0,0,0,10346,0,0,0,0,0,0,0,0,0,0,5720,743,0,0,0,0,0,0,0,0,CA020610176,2009-11-19,Alive,NA,2009-07-11,M,8.5,42,3,5,21,NA,NA,NA,Alive,NA,NA,NA,Karisa (6),NA,Alive,0,51,CT,No
RED005469,VRC310175,AnEh,28378,22708,19467,ThBa,3741,2448,1934,13302,0,0,0,0,0,0,0,0,0,0,0,0,0,1514,0,0,0,0,0,0,0,0,0,CA020610175,2009-11-19,Alive,NA,2009-05-08,F,14.5,71,1.5,3,31,NA,NA,NA,Alive,NA,NA,NA,Karisa (6),NA,Alive,0,51,CT,No
RED005470,VRC310173,AnEh,150943,130099,106944,ThBa,1397,794,513,0,0,0,0,0,0,103585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA020610173,2009-11-19,Alive,NA,2009-04-17,M,6.5,2,1.5,11.5,31,NA,NA,NA,Alive,NA,NA,NA,Karisa (6),NA,Alive,0,51,CT,No
RED005471,VRC410171,AnEh,15741,5471,3882,ThBa,22,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA020610171,2009-11-19,Alive,NA,2009-02-07,M,73.5,6,4,11,41,NA,NA,NA,Alive,NA,NA,NA,Karisa (6),NA,Alive,0,51,CT,No
RED005472,VRC160178,AnEh,2241,1464,1112,ThBa,283,27,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA020610178,2009-11-19,Alive,NA,2009-07-29,F,1.5,2,2,3,16,NA,NA,NA,Alive,NA,NA,NA,Karisa (6),NA,Alive,0,51,TT,No
RED005473,VRC110179,AnEh,2160,1354,1058,ThBa,2060,1162,804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA020610179,2009-11-19,Alive,NA,2009-09-02,M,3.5,6,17.5,15,11,NA,NA,NA,Alive,NA,NA,NA,Karisa (6),NA,Alive,0,51,TT,No
RED005474,VRC360347,AnEh,332086,292616,269493,ThBa,1483,72,45,0,10196,0,257689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA031210347,2009-11-23,Alive,NA,2009-04-04,M,11.5,6.5,3,10.5,36,NA,NA,NA,Alive,NA,NA,NA,Bumala A (12),NA,Alive,0,51,CC,No
RED005475,VRC110355,AnEh,4479,3399,3023,ThBa,180266,74475,53717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36980,5727,0,0,10978,0,0,0,0,0,CA031210355,2009-11-23,Alive,NA,2009-08-31,F,15.5,42,3.5,3,11,NA,NA,NA,Alive,NA,NA,NA,Bumala A (12),NA,Alive,0,51,CC,No
RED005476,VRC310349,AnEh,3233,2702,2230,ThBa,1479,644,457,0,0,0,1508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA031210349,2009-11-23,Alive,NA,2009-05-02,M,100.5,58.5,1.5,70,31,NA,NA,NA,Alive,NA,NA,NA,Bumala A (12),NA,Alive,0,51,CT,No
RED005477,VRC210351,AnEh,121246,104480,91304,ThBa,952,1,0,0,4188,0,69295,0,0,17541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA031210351,2009-11-23,Alive,NA,2009-07-19,F,23,10.5,1,4.5,21,NA,NA,NA,Alive,NA,NA,NA,Bumala A (12),NA,Alive,0,51,CT,No
RED005479,VRC260471,AnEh,27280,19198,15582,ThBa,14918,48,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA041610471,2009-11-24,Alive,NA,2009-06-03,F,12.5,2,5,2,26,NA,NA,NA,Alive,NA,NA,NA,Ojwando B (16),NA,Alive,0,51,CC,No
RED005481,VRC410345,AnEh,115485,101957,91220,ThBa,291,146,111,1519,2848,0,24718,0,0,61017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA031210345,2009-11-23,Alive,NA,2009-02-23,F,35,33.5,33,30,41,NA,NA,NA,Alive,NA,NA,NA,Bumala A (12),NA,Alive,0,51,CC,No
RED005483,VRC110476,AnEh,307035,267776,228252,ThBa,2344,11,7,4055,0,0,48948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA041610476,2009-11-24,Alive,NA,2009-09-04,M,11.5,41.5,2,7,11,NA,NA,NA,Alive,NA,NA,NA,Ojwando B (16),NA,Alive,0,51,CC,No
RED005484,VRC260472,AnEh,87862,74636,66847,ThBa,5752,3810,3322,1109,0,0,62546,0,0,0,0,0,0,0,0,0,0,3297,0,0,0,0,0,0,0,0,0,CA041610472,2009-11-24,Alive,NA,2009-06-05,F,2,52,2,2.5,26,NA,NA,NA,Alive,NA,NA,NA,Ojwando B (16),NA,Alive,0,51,CT,No
RED005485,VRC210116,AnEh,6183,4360,4014,ThBa,96,42,32,0,0,0,3466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA020410116,2009-11-25,Alive,NA,2009-07-04,F,5.5,14.5,17,5.5,21,NA,NA,NA,Alive,NA,NA,NA,Mabusi (4),NA,Alive,0,51,CC,No
RED005486,VRC460108,AnEh,60681,41777,38021,ThBa,268614,178376,114898,0,0,0,32978,0,0,0,0,0,0,0,0,0,0,84896,24456,964,0,4329,0,0,0,0,0,CA020410108,2009-11-25,Alive,NA,2009-01-07,M,11.5,5,2,6.5,46,NA,NA,NA,Alive,NA,NA,NA,Mabusi (4),NA,Alive,0,51,CC,No
RED005487,VRC260114,AnEh,26691,15912,14284,ThBa,26620,11737,8598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7262,813,0,0,0,0,0,0,0,0,CA020410114,2009-11-25,Alive,NA,2009-05-28,F,20,8,22.5,3.5,26,NA,NA,NA,Alive,NA,NA,NA,Mabusi (4),NA,Alive,0,51,CC,No
RED005488,VRC360111,AnEh,30685,18454,16577,ThBa,3471,2257,1429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1205,0,0,0,0,0,0,0,0,0,CA020410111,2009-11-25,Censored,2010-01-04,2009-03-26,M,71.5,13,12,5,36,2010-01-04,NA,NA,Alive,NA,NA,NA,Mabusi (4),NA,Censored,0,40.57142857142857,CT,No
RED005489,VRC310112,AnEh,204602,148410,138059,ThBa,350627,244471,171402,0,0,0,128431,0,0,0,0,0,0,0,0,0,0,137120,34216,0,0,0,0,0,0,0,0,CA020410112,2009-11-25,Alive,NA,2009-05-01,M,62,2.5,2,12,31,NA,NA,NA,Alive,NA,NA,NA,Mabusi (4),NA,Alive,0,51,TT,No
RED005491,VRC110118,AnEh,16397,10254,8867,ThBa,129449,90463,68129,0,0,0,2713,0,0,0,0,0,0,0,0,0,0,23675,721,0,0,43604,0,0,0,0,0,CA020410118,2009-11-25,Alive,NA,2009-09-10,M,24,35,11,18.5,11,NA,NA,NA,Alive,NA,NA,NA,Mabusi (4),NA,Alive,0,51,TT,No
RED005492,VRC160208,AnEh,15294,12662,10968,ThBa,129677,56014,40946,4780,0,0,3101,0,0,1741,0,0,0,0,0,0,0,36724,3884,0,0,0,0,0,0,0,0,CA030710208,2009-11-26,Alive,NA,2009-08-18,F,7.5,12.5,3,1.5,16,NA,NA,NA,Alive,NA,NA,NA,Otimong (7),NA,Alive,0,51,CC,No
RED005493,VRC160207,AnEh,19646,11502,9408,ThBa,25604,19981,8680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6550,0,0,0,0,0,0,CA030710207,2009-11-26,Alive,NA,2009-08-05,F,6,2,2,2,16,NA,NA,NA,Alive,NA,NA,NA,Otimong (7),NA,Alive,0,51,TT,No
RED005494,VRC360202,AnEh,12024,9863,9039,ThBa,6091,3348,2276,0,0,0,6026,0,0,0,0,0,0,0,0,0,0,0,731,0,1115,0,0,0,0,0,0,CA030710202,2009-11-26,Alive,NA,2009-03-19,M,7.5,67.5,7,3.5,36,NA,NA,NA,Alive,NA,NA,NA,Otimong (7),NA,Alive,0,51,CC,No
RED005495,VRC410200,AnEh,54987,30424,27754,ThBa,6940,2859,2255,2242,0,0,17196,0,0,0,0,0,0,0,0,0,0,853,1323,0,0,0,0,0,0,0,0,CA030710200,2009-11-26,Dead: Infectious death,2009-11-26,2009-02-10,F,65,3,3,11,41,2009-11-28,No,Anemia (whole blood loss),Censored,No Pathogen Found,Hypoproteinaemia,Helminthisasis,Otimong (7),absent,Dead,0,41.57142857142857,CT,Other
RED005496,VRC360559,AnEh,26543,21675,19232,ThBa,54351,39083,23628,1858,0,0,4059,0,0,0,0,0,0,0,0,0,0,13404,2006,0,0,8218,0,0,0,0,0,CA051910559,2009-11-30,Alive,NA,2009-03-25,F,8.5,58.5,10,7,36,NA,NA,NA,Alive,NA,NA,NA,Bujwanga (19),NA,Alive,0,51,CT,No
RED005498,VRC160565,AnEh,28235,23519,21463,ThBa,356,0,0,0,0,0,12717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA051910565,2009-11-30,Alive,NA,2009-08-27,M,35,11.5,10,4.5,16,NA,NA,NA,Alive,NA,NA,NA,Bujwanga (19),NA,Alive,0,51,CT,No
RED005502,VCC020535,AnEh,4087,2552,2061,ThBa,5846,4256,3271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3224,0,0,0,0,0,0,0,CA051810535,2009-12-18,Dead: Infectious death,2009-12-07,2009-09-05,M,NA,NA,NA,NA,2,2009-12-07,No,Unknown,Dead,Theileria parva,Anaemia,Haemonchosis,Luanda (18),present,Dead,1,13.285714285714286,CT,ECF
RED005503,VRC410347,AnEh,424590,369430,336617,ThBa,67451,48183,35277,6612,31524,0,297389,0,0,0,0,0,0,0,0,0,0,5906,1375,0,0,27816,0,0,0,0,0,CA031210347,2009-12-22,Alive,NA,2009-04-04,M,20,6.5,3,6,41,NA,NA,NA,Alive,NA,NA,NA,Bumala A (12),NA,Alive,0,51,CC,No
RED005505,VRC160355,AnEh,136657,117858,107023,ThBa,13697,5738,4048,0,1840,0,104058,0,0,0,0,0,0,0,0,0,0,3411,0,0,0,0,0,0,0,0,0,CA031210355,2009-12-22,Alive,NA,2009-08-31,F,22.5,31.5,3,3,16,NA,NA,NA,Alive,NA,NA,NA,Bumala A (12),NA,Alive,0,51,CC,No
RED005506,VRC510136,AnEh,66139,59516,56028,ThBa,59485,41184,32763,0,0,0,43836,0,0,0,0,0,0,0,0,0,0,10264,947,0,0,21224,0,0,0,0,0,CA020510136,2009-11-11,Alive,NA,2008-11-21,F,70,11,10,12.5,51,NA,NA,NA,Alive,NA,NA,NA,Kamunuoit (5),NA,Alive,0,51,CT,No
RED005508,VRC510135,AnEh,1356,970,739,ThBa,99885,57646,47132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29333,6688,907,0,9442,0,0,0,0,0,CA020510135,2009-11-11,Alive,NA,2008-11-21,M,27.5,7.5,3,5,51,NA,NA,NA,Alive,NA,NA,NA,Kamunuoit (5),NA,Alive,0,51,CT,No
RED005510,VRC210144,AnEh,3130,1992,1656,ThBa,77521,56042,39430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32737,6333,0,0,0,0,0,0,0,0,CA020510144,2009-11-11,Alive,NA,2009-06-24,F,75,54.5,3,2,21,NA,NA,NA,Alive,NA,NA,NA,Kamunuoit (5),NA,Alive,0,51,CC,No
RED005511,VRC110328,AnEh,6793,4694,3221,ThBa,150,105,85,0,0,0,0,0,0,1110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA031110328,2009-11-12,Alive,NA,2009-09-18,M,3,4,2,2,11,NA,NA,NA,Alive,NA,NA,NA,Ikonzo (11),NA,Alive,0,51,CC,No
RED005512,VRC210324,AnEh,8066,5933,3407,ThBa,63583,38502,29330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11377,16873,832,0,0,0,0,0,0,0,CA031110324,2009-11-12,Alive,NA,2009-06-27,M,62,47,8.5,3.5,21,NA,NA,NA,Alive,NA,NA,NA,Ikonzo (11),NA,Alive,0,51,CT,No
RED005513,VRC260323,AnEh,27400,20755,19014,ThBa,7033,4749,3685,1360,11953,0,5070,0,0,0,0,0,0,0,0,0,0,2987,0,0,0,617,0,0,0,0,0,CA031110323,2009-11-12,Alive,NA,2009-05-17,F,31,4,3.5,3,26,NA,NA,NA,Alive,NA,NA,NA,Ikonzo (11),NA,Alive,0,51,CC,No
RED005514,VRC510226,AnEh,21191,15846,13218,ThBa,370492,312692,229975,0,0,0,3426,0,0,0,0,0,0,0,0,0,0,128301,14173,0,0,87012,0,0,0,0,0,CA030810226,2009-11-16,Alive,NA,2008-11-27,M,49,43,7,36,51,NA,NA,NA,Alive,NA,NA,NA,Igero (8),NA,Alive,0,51,CC,No
RED005517,VRC360230,AnEh,1148,847,671,ThBa,297,164,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA030810230,2009-11-16,Alive,NA,2009-03-23,F,16.5,54,34,13,36,NA,NA,NA,Alive,NA,NA,NA,Igero (8),NA,Alive,0,51,CC,No
RED005518,VRC510227,AnEh,641907,592489,538878,ThBa,164280,126139,77929,0,0,0,8406,0,3500,521018,0,0,0,0,0,0,0,60076,17184,0,0,530,0,0,0,0,0,CA030810227,2009-11-16,Alive,NA,2008-11-24,M,66.5,36,3.5,16.5,51,NA,NA,NA,Alive,NA,NA,NA,Igero (8),NA,Alive,0,51,CC,No
RED005520,VRC260233,AnEh,152913,134094,117215,ThBa,722,600,478,0,0,0,33789,0,0,68368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA030810233,2009-11-16,Alive,NA,2009-05-23,M,14,62.5,2,2.5,26,NA,NA,NA,Alive,NA,NA,NA,Igero (8),NA,Alive,0,51,CT,No
RED005521,VRC310232,AnEh,395818,358329,315896,ThBa,47519,31428,24093,0,0,0,305377,0,0,0,0,0,0,0,0,0,0,821,22331,0,875,0,0,0,0,0,0,CA030810232,2009-11-16,Alive,NA,2009-04-14,F,19,2.5,1.5,2,31,NA,NA,NA,Alive,NA,NA,NA,Igero (8),NA,Alive,0,51,CC,No
RED005523,VRC510376,AnEh,114534,100097,89572,ThBa,35662,16392,11427,4995,0,0,23094,0,0,52896,0,0,0,0,655,0,0,6971,2569,0,0,640,0,0,0,0,0,CA031310376,2009-11-17,Alive,NA,2008-11-28,M,29,3,13,13.5,51,NA,NA,NA,Alive,NA,NA,NA,Yiro West (13),NA,Alive,0,51,CC,No
RED005525,VRC410380,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11488,1951,0,0,0,0,0,0,0,0,CA031310380,2009-11-17,Alive,NA,2009-02-05,M,5,10.5,12,4,41,NA,NA,NA,Alive,NA,NA,NA,Yiro West (13),NA,Alive,0,51,CC,No
RED005526,VRC210385,AnEh,32223,27524,24139,ThBa,119681,710,573,0,0,0,12208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA031310385,2009-11-17,Alive,NA,2009-06-24,F,37,10,2,6,21,NA,NA,NA,Alive,NA,NA,NA,Yiro West (13),NA,Alive,0,51,CC,No
RED005527,VRC160387,AnEh,1781,1096,900,ThBa,13742,8810,7117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4685,2316,0,0,0,0,0,0,0,0,CA031310387,2009-11-17,Dead: Infectious death,2010-06-16,2009-07-24,F,4,11.5,3,2,16,2010-06-16,No,Periacinar to midzonal hepatic necrosis,Censored,No Pathogen Found,Toxicity,Unknown,Yiro West (13),absent,Dead,0,46.714285714285715,CT,Other
RED005528,VRC310382,AnEh,80186,71741,64989,ThBa,16372,5368,3535,0,0,0,28624,0,0,35512,0,0,0,0,0,0,0,2341,1080,0,0,0,0,0,0,0,0,CA031310382,2009-11-17,Alive,NA,2009-04-25,F,7.5,22,2.5,2,31,NA,NA,NA,Alive,NA,NA,NA,Yiro West (13),NA,Alive,0,51,CC,No
RED005529,VRC110388,AnEh,14689,10941,9753,ThBa,1894,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA031310388,2009-11-17,Alive,NA,2009-08-27,M,20,3,2,3,11,NA,NA,NA,Alive,NA,NA,NA,Yiro West (13),NA,Alive,0,51,CC,No
RED005530,VRC310023,NA,0,0,0,NA,0,0,0,0,4024,0,0,0,0,0,0,0,0,0,0,0,0,12745,2464,0,0,7800,0,0,0,0,0,CA010110023,2009-11-18,Alive,NA,2009-04-16,F,57,30,4,5.5,31,NA,NA,NA,Alive,NA,NA,NA,East Siboti (1),NA,Alive,0,51,CC,No
RED005531,VRC510018,AnEh,309527,283038,257982,ThBa,42812,26029,20444,0,0,0,0,0,0,0,0,0,0,255889,0,0,0,16179,1202,0,0,0,0,0,0,0,0,CA010110018,2009-11-18,Alive,NA,2008-11-28,F,97,75,3,43,51,NA,NA,NA,Alive,NA,NA,NA,East Siboti (1),NA,Alive,0,51,CC,No
RED005532,VRC110029,AnEh,173969,141728,121281,ThBa,6497,4,4,0,0,0,3957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA010110029,2009-11-18,Alive,NA,2009-08-31,M,10.5,30,57,2.5,11,NA,NA,NA,Alive,NA,NA,NA,East Siboti (1),NA,Alive,0,51,CT,No
RED005533,VRC260025,AnEh,29755,25071,22738,ThBa,854,0,0,0,0,0,9272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA010110025,2009-11-18,Alive,NA,2009-06-05,F,5,2.5,3.5,3,26,NA,NA,NA,Alive,NA,NA,NA,East Siboti (1),NA,Alive,0,51,TT,No
RED005535,VRC260174,AnEh,500652,430767,383945,ThBa,2899,1995,1396,1148,0,0,376263,0,0,0,0,0,0,0,0,0,0,732,0,0,654,0,0,0,0,0,0,CA020610174,2009-11-19,Alive,NA,2009-05-26,M,7,2.5,9.5,3,26,NA,NA,NA,Alive,NA,NA,NA,Karisa (6),NA,Alive,0,51,CT,No
RED005536,VRC460169,AnEh,18089,10997,8616,ThBa,651901,421726,350042,0,0,0,1172,0,0,0,0,0,0,0,0,0,0,348256,0,0,1686,0,0,0,0,0,0,CA020610169,2009-11-19,Alive,NA,2009-01-04,F,7,32.5,3,4.5,46,NA,NA,NA,Alive,NA,NA,NA,Karisa (6),NA,Alive,0,51,CT,No
RED005537,VRC210177,AnEh,14421,8616,6498,ThBa,640,345,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA020610177,2009-11-19,Alive,NA,2009-07-22,F,3,5,2.5,6,21,NA,NA,NA,Alive,NA,NA,NA,Karisa (6),NA,Alive,0,51,CC,No
RED005538,VRC410170,AnEh,57180,48067,42627,ThBa,692,237,145,0,0,0,40673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA020610170,2009-11-19,Alive,NA,2009-02-04,F,19,2,10.5,4,41,NA,NA,NA,Alive,NA,NA,NA,Karisa (6),NA,Alive,0,51,CT,No
RED005539,VRC360346,AnEh,729677,635659,563547,ThBa,1091820,777079,539283,0,1862,0,391427,0,0,163764,0,0,0,0,0,0,0,257031,59821,0,0,221633,0,0,0,0,0,CA031210346,2009-11-23,Alive,NA,2009-03-14,F,8.5,3,2.5,3.5,36,NA,NA,NA,Alive,NA,NA,NA,Bumala A (12),NA,Alive,0,51,TT,No
RED005540,VRC160354,AnEh,59191,51140,46847,ThBa,243768,190135,129948,0,0,0,43791,0,0,0,0,0,0,0,0,0,0,108278,17931,3615,0,0,0,0,0,0,0,CA031210354,2009-11-23,Alive,NA,2009-08-17,F,11.5,24.5,2,2,16,NA,NA,NA,Alive,NA,NA,NA,Bumala A (12),NA,Alive,0,51,CC,No
RED005541,VRC310348,AnEh,33630,29580,26388,ThBa,830,1,0,4321,0,0,19547,0,0,0,0,1928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA031210348,2009-11-23,Alive,NA,2009-04-23,F,21,2.5,4.5,6,31,NA,NA,NA,Alive,NA,NA,NA,Bumala A (12),NA,Alive,0,51,CC,No
RED005543,VRC510343,AnEh,52620,48197,43471,ThBa,113902,84851,51852,0,0,0,6562,0,0,36394,0,0,0,0,0,0,0,30037,10578,0,0,11216,0,0,0,0,0,CA031210343,2009-11-23,Alive,NA,2008-11-29,M,5.5,22,2,8.5,51,NA,NA,NA,Alive,NA,NA,NA,Bumala A (12),NA,Alive,0,51,CC,No
RED005544,VRC360470,AnEh,183351,169289,155487,ThBa,37329,27911,21474,0,0,0,103014,0,0,50572,0,0,0,0,0,0,0,7405,3643,0,0,10206,0,0,0,0,0,CA041610470,2009-11-24,Dead: Infectious death,2010-02-02,2009-03-18,F,51.5,13.5,33.5,4,36,2010-03-03,No,Anemia (whole blood loss),Censored,Haemonchus placei,Hypoproteinaemia,Helminthisasis,Ojwando B (16),absent,Dead,0,50,CC,Other
RED005546,VRC210473,AnEh,81759,68630,61655,ThBa,49185,514,422,0,0,0,36048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA041610473,2009-11-24,Alive,NA,2009-07-04,F,2,19.5,6.5,25.5,21,NA,NA,NA,Alive,NA,NA,NA,Ojwando B (16),NA,Alive,0,51,CT,No
RED005547,VRC460466,AnEh,98316,82339,72390,ThBa,798,60,40,0,0,0,55974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA041610466,2009-11-24,Alive,NA,2009-01-08,F,36.5,9.5,4,11,46,NA,NA,NA,Alive,NA,NA,NA,Ojwando B (16),NA,Alive,0,51,TT,No
RED005548,VRC110477,AnEh,6391,5393,4750,ThBa,3385,2520,1976,0,0,0,1264,0,0,0,0,0,0,0,0,0,0,907,0,0,0,833,0,0,0,0,0,CA041610477,2009-11-24,Dead: Infectious death,2010-05-18,2009-09-04,M,8,7,1.5,5,11,2010-06-05,No,Anemia (whole blood loss),Censored,No Pathogen Found,Interstitial pneumonia,Unknown,Ojwando B (16),absent,Dead,0,39.142857142857146,CT,Other
RED005549,VRC110478,AnEh,2090,1615,1424,ThBa,107204,92616,69401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69161,0,0,0,0,0,0,0,CA041610478,2009-11-24,Dead: Infectious death,2009-11-24,2009-09-08,M,7.5,53,4,2,11,2009-12-01,No,Unknown,Dead,Theileria parva,Anaemia,Haemonchosis,Ojwando B (16),present,Dead,1,12,CC,ECF
RED005550,VRC410110,AnEh,2782,2090,1937,ThBa,654,401,304,0,0,0,1859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA020410110,2009-11-25,Alive,NA,2009-02-14,F,8.5,46.5,2.5,68.5,41,NA,NA,NA,Alive,NA,NA,NA,Mabusi (4),NA,Alive,0,51,CT,No
RED005551,VRC510107,AnEh,82690,54261,48142,ThBa,208037,78779,52696,0,0,0,37206,0,0,0,0,0,0,0,0,0,0,33221,13772,0,0,5374,0,0,0,0,0,CA020410107,2009-11-25,Alive,NA,2008-12-05,M,69,6.5,5.5,9.5,51,NA,NA,NA,Alive,NA,NA,NA,Mabusi (4),NA,Alive,0,51,CT,No
RED005553,VRC260113,AnEh,857,486,406,ThBa,6635,3090,2358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1546,640,0,0,0,0,0,0,0,0,CA020410113,2009-11-25,Alive,NA,2009-05-27,M,87,61.5,3,13.5,26,NA,NA,NA,Alive,NA,NA,NA,Mabusi (4),NA,Alive,0,51,CC,No
RED005554,VRC460109,AnEh,49971,35554,30876,ThBa,33823,21140,14187,0,0,0,16919,0,0,11460,0,0,0,0,0,0,0,13642,0,0,0,0,0,0,0,0,0,CA020410109,2009-11-25,Alive,NA,2009-01-08,M,47.5,58.5,5,22,46,NA,NA,NA,Alive,NA,NA,NA,Mabusi (4),NA,Alive,0,51,TT,No
RED005555,VRC110119,AnEh,6671,4453,4048,ThBa,53127,21508,18165,1715,0,0,0,0,0,0,0,0,0,0,0,0,0,16618,1493,0,0,0,0,0,0,0,0,CA020410119,2009-11-25,Alive,NA,2009-09-09,M,15.5,39.5,21.5,13.5,11,NA,NA,NA,Alive,NA,NA,NA,Mabusi (4),NA,Alive,0,51,CT,No
RED005556,VRC310204,AnEh,16828,12730,11439,ThBa,47016,28392,21347,5933,0,0,0,0,0,0,0,0,0,0,0,0,0,19677,0,0,0,1571,0,0,0,0,0,CA030710204,2009-11-26,Alive,NA,2009-05-02,M,16.5,87,2.5,7,31,NA,NA,NA,Alive,NA,NA,NA,Otimong (7),NA,Alive,0,51,CC,No
